Mod:Item:MetaData, Localized Name
fossil:gastornis_meat, Gastornis Meat
fossil:gastornis_cooked, Cooked Gastornis Meat
fossil:kelenken_dna, Kelenken DNA
fossil:kelenken_egg, Kelenken Egg
fossil:kelenken_egg_cultivated, Cultivated Kelenken Egg
fossil:kelenken_meat, Kelenken Meat
fossil:kelenken_cooked, Cooked Kelenken Meat
fossil:phorusrhacos_dna, Phorusrhacos DNA
fossil:phorusrhacos_egg, Phorusrhacos Egg
fossil:phorusrhacos_egg_cultivated, Cultivated Phorusrhacos Egg
fossil:phorusrhacos_meat, Phorusrhacos Meat
fossil:phorusrhacos_cooked, Cooked Phorusrhacos Meat
fossil:titanis_dna, Titanis DNA
fossil:titanis_egg, Titanis Egg
fossil:titanis_egg_cultivated, Cultivated Titanis Egg
fossil:titanis_meat, Titanis Meat
fossil:titanis_cooked, Cooked Titanis Meat
fossil:mammoth_dna, Mammoth DNA
fossil:mammoth_syringe, Mammoth Embryo
fossil:mammoth_meat, Mammoth Meat
fossil:mammoth_cooked, Cooked Mammoth Meat
fossil:smilodon_dna, Smilodon DNA
fossil:smilodon_syringe, Smilodon Embryo
fossil:smilodon_meat, Smilodon Meat
fossil:smilodon_cooked, Cooked Smilodon Meat
fossil:quagga_dna, Quagga DNA
fossil:quagga_syringe, Quagga Embryo
fossil:quagga_meat, Quagga Meat
fossil:quagga_cooked, Cooked Quagga Meat
fossil:elasmotherium_dna, Elasmotherium DNA
fossil:elasmotherium_syringe, Elasmotherium Embryo
fossil:elasmotherium_meat, Elasmotherium Meat
fossil:elasmotherium_cooked, Cooked Elasmotherium Meat
fossil:megaloceros_dna, Megaloceros DNA
fossil:megaloceros_syringe, Megaloceros Embryo
fossil:megaloceros_meat, Megaloceros Meat
fossil:megaloceros_cooked, Cooked Megaloceros Meat
fossil:megalania_dna, Megalania DNA
fossil:megalania_egg:0, Megalania Egg
fossil:megalania_meat, Megalania Meat
fossil:megalania_cooked, Cooked Megalania Meat
fossil:megalodon_dna, Megalodon DNA
fossil:megalodon_egg:0, Megalodon Sac
fossil:megalodon_meat, Megalodon Meat
fossil:megalodon_cooked, Cooked Megalodon Meat
fossil:platybelodon_dna, Platybelodon DNA
fossil:platybelodon_syringe, Platybelodon Embryo
fossil:platybelodon_meat, Platybelodon Meat
fossil:platybelodon_cooked, Cooked Platybelodon Meat
fossil:tiktaalik_dna, Tiktaalik DNA
fossil:tiktaalik_egg:0, Tiktaalik Egg
fossil:tiktaalik_meat, Tiktaalik Meat
fossil:tiktaalik_cooked, Cooked Tiktaalik Meat
fossil:crassigyrinus_dna, Crassigyrinus DNA
fossil:crassigyrinus_egg:0, Crassigyrinus Egg
fossil:crassigyrinus_meat, Crassigyrinus Meat
fossil:crassigyrinus_cooked, Cooked Crassigyrinus Meat
fossil:diplocaulus_dna, Diplocaulus DNA
fossil:diplocaulus_egg:0, Diplocaulus Egg
fossil:diplocaulus_meat, Diplocaulus Meat
fossil:diplocaulus_cooked, Cooked Diplocaulus Meat
fossil:edaphosaurus_dna, Edaphosaurus DNA
fossil:edaphosaurus_egg:0, Edaphosaurus Egg
fossil:edaphosaurus_meat, Edaphosaurus Meat
fossil:edaphosaurus_cooked, Cooked Edaphosaurus Meat
fossil:arthropleura_dna, Arthropleura DNA
fossil:arthropleura_egg:0, Arthropleura Eggs
fossil:arthropleura_meat, Arthropleura Meat
fossil:arthropleura_cooked, Cooked Arthropleura Meat
framedcompactdrawers:framed_compact_drawer, Framed Compacting Drawer
framedcompactdrawers:framed_drawer_controller:0, Framed Drawer Controller
framedcompactdrawers:framed_slave:0, Framed Controller Slave
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
futuremc:dye:0, White Dye
futuremc:dye:1, Blue Dye
futuremc:dye:2, Brown Dye
futuremc:dye:3, Black Dye
futuremc:trident, Trident
futuremc:banner_pattern:0, Banner Pattern
futuremc:banner_pattern:1, Banner Pattern
futuremc:banner_pattern:2, Banner Pattern
futuremc:banner_pattern:3, Banner Pattern
futuremc:banner_pattern:4, Banner Pattern
futuremc:banner_pattern:5, Banner Pattern
futuremc:honeycomb, Honeycomb
futuremc:honey_bottle, Honey Bottle
futuremc:sweet_berries, Sweet Berries
futuremc:suspicious_stew, Suspicious Stew
futuremc:bamboo, Bamboo
futuremc:pufferfish_bucket, Pufferfish Bucket
futuremc:salmon_bucket, Salmon Bucket
futuremc:cod_bucket, Cod Bucket
futuremc:tropical_fish_bucket, Tropical Fish Bucket
futuremc:nautilus_shell, Nautilus Shell
futuremc:lantern, Lantern
futuremc:stonecutter, Stonecutter
futuremc:barrel, Barrel
futuremc:smoker, Smoker
futuremc:blast_furnace, Blast Furnace
futuremc:loom, Loom
futuremc:fletching_table, Fletching Table
futuremc:smithing_table, Smithing Table
futuremc:cartography_table, Cartography Table
futuremc:grindstone, Grindstone
futuremc:composter, Composter
futuremc:bell, Bell
futuremc:honey_block, Honey Block
futuremc:honeycomb_block, Honeycomb Block
futuremc:lily_of_the_valley, Lily of the Valley
futuremc:cornflower, Cornflower
futuremc:wither_rose, Wither Rose
futuremc:campfire, Campfire
futuremc:bee_nest, Bee Nest
futuremc:beehive, Bee Hive
futuremc:stripped_acacia_log, Stripped Acacia Log
futuremc:stripped_jungle_log, Stripped Jungle Log
futuremc:stripped_birch_log, Stripped Birch Log
futuremc:stripped_oak_log, Stripped Oak Log
futuremc:stripped_spruce_log, Stripped Spruce Log
futuremc:stripped_dark_oak_log, Stripped Dark Oak Log
futuremc:brick_wall, Brick Wall
futuremc:granite_wall, Granite Wall
futuremc:andesite_wall, Andesite Wall
futuremc:diorite_wall, Diorite Wall
futuremc:sandstone_wall, Sandstone Wall
futuremc:red_sandstone_wall, Red Sandstone Wall
futuremc:stone_brick_wall, Stone Brick Wall
futuremc:mossy_stone_brick_wall, Mossy Stone Brick Wall
futuremc:nether_brick_wall, Nether Brick Wall
futuremc:red_nether_brick_wall, Red Nether Brick Wall
futuremc:end_stone_brick_wall, End Stone Brick Wall
futuremc:prismarine_wall, Prismarine Wall
futuremc:smooth_stone, Smooth Stone
futuremc:smooth_sandstone, Smooth Sandstone
futuremc:smooth_quartz, Smooth Quartz
futuremc:smooth_red_sandstone, Smooth Red Sandstone
futuremc:blue_ice, Blue Ice
futuremc:stripped_acacia_wood, Stripped Acacia Wood
futuremc:stripped_jungle_wood, Stripped Jungle Wood
futuremc:stripped_birch_wood, Stripped Birch Wood
futuremc:stripped_oak_wood, Stripped Oak Wood
futuremc:stripped_spruce_wood, Stripped Spruce Wood
futuremc:stripped_dark_oak_wood, Stripped Dark Oak Wood
futuremc:acacia_wood, Acacia Wood
futuremc:jungle_wood, Jungle Wood
futuremc:birch_wood, Birch Wood
futuremc:oak_wood, Oak Wood
futuremc:spruce_wood, Spruce Wood
futuremc:dark_oak_wood, Dark Oak Wood
futuremc:acacia_trapdoor, Acacia Trapdoor
futuremc:jungle_trapdoor, Jungle Trapdoor
futuremc:birch_trapdoor, Birch Trapdoor
futuremc:spruce_trapdoor, Spruce Trapdoor
futuremc:dark_oak_trapdoor, Dark Oak Trapdoor
futuremc:soul_fire_lantern, Soul Lantern
futuremc:soul_fire_torch, Soul Torch
futuremc:soul_soil, Soul Soil
futuremc:netherite_ingot, Netherite Ingot
futuremc:netherite_scrap, Netherite Scrap
futuremc:netherite_axe, Netherite Axe
futuremc:netherite_hoe, Netherite Hoe
futuremc:netherite_pickaxe, Netherite Pickaxe
futuremc:netherite_shovel, Netherite Shovel
futuremc:netherite_sword, Netherite Sword
futuremc:netherite_helmet, Netherite Helmet
futuremc:netherite_chestplate, Netherite Chestplate
futuremc:netherite_leggings, Netherite Leggings
futuremc:netherite_boots, Netherite Boots
futuremc:chain, Chain
futuremc:netherite_block, Netherite Block
futuremc:ancient_debris, Ancient Debris
futuremc:record_pigstep, Music Disc
gregtech:machine:1, Small Steam Solid Fuel Boiler
gregtech:machine:2, High Pressure Steam Solid Fuel Boiler
gregtech:machine:3, Steam Solar Boiler
gregtech:machine:4, High Pressure Steam Solar Boiler
gregtech:machine:5, Small Steam Liquid Boiler
gregtech:machine:6, High Pressure Steam Liquid Boiler
gregtech:machine:7, Steam Extractor
gregtech:machine:8, High Pressure Steam Extractor
gregtech:machine:9, Steam Macerator
gregtech:machine:10, High Pressure Steam Macerator
gregtech:machine:11, Steam Compressor
gregtech:machine:12, High Pressure Steam Compressor
gregtech:machine:13, Steam Forge Hammer
gregtech:machine:14, High Pressure Steam Forge Hammer
gregtech:machine:15, Steam Furnace
gregtech:machine:16, High Pressure Steam Furnace
gregtech:machine:17, Steam Alloy Smelter
gregtech:machine:18, High Pressure Steam Alloy Smelter
gregtech:machine:19, Steam Rock Breaker
gregtech:machine:20, High Pressure Steam Rock Breaker
gregtech:machine:21, Steam Miner
gregtech:machine:50, Basic Electric Furnace
gregtech:machine:51, Advanced Electric Furnace
gregtech:machine:52, Advanced Electric Furnace II
gregtech:machine:53, Advanced Electric Furnace III
gregtech:machine:54, Elite Electric Furnace
gregtech:machine:55, Elite Electric Furnace II
gregtech:machine:56, Elite Electric Furnace III
gregtech:machine:57, Elite Electric Furnace IV
gregtech:machine:65, Basic Macerator
gregtech:machine:66, Advanced Macerator
gregtech:machine:67, Advanced Macerator II
gregtech:machine:68, Advanced Macerator III
gregtech:machine:69, Elite Macerator
gregtech:machine:70, Elite Macerator II
gregtech:machine:71, Elite Macerator III
gregtech:machine:72, Elite Macerator IV
gregtech:machine:80, Basic Alloy Smelter
gregtech:machine:81, Advanced Alloy Smelter
gregtech:machine:82, Advanced Alloy Smelter II
gregtech:machine:83, Advanced Alloy Smelter III
gregtech:machine:84, Elite Alloy Smelter
gregtech:machine:85, Elite Alloy Smelter II
gregtech:machine:86, Elite Alloy Smelter III
gregtech:machine:87, Elite Alloy Smelter IV
gregtech:machine:95, Basic Arc Furnace
gregtech:machine:96, Advanced Arc Furnace
gregtech:machine:97, Advanced Arc Furnace II
gregtech:machine:98, Advanced Arc Furnace III
gregtech:machine:99, Elite Arc Furnace
gregtech:machine:100, Elite Arc Furnace II
gregtech:machine:101, Elite Arc Furnace III
gregtech:machine:102, Elite Arc Furnace IV
gregtech:machine:110, Basic Assembling Machine
gregtech:machine:111, Advanced Assembling Machine
gregtech:machine:112, Advanced Assembling Machine II
gregtech:machine:113, Advanced Assembling Machine III
gregtech:machine:114, Elite Assembling Machine
gregtech:machine:115, Elite Assembling Machine II
gregtech:machine:116, Elite Assembling Machine III
gregtech:machine:117, Elite Assembling Machine IV
gregtech:machine:125, Basic Autoclave
gregtech:machine:126, Advanced Autoclave
gregtech:machine:127, Advanced Autoclave II
gregtech:machine:128, Advanced Autoclave III
gregtech:machine:129, Elite Autoclave
gregtech:machine:130, Elite Autoclave II
gregtech:machine:131, Elite Autoclave III
gregtech:machine:132, Elite Autoclave IV
gregtech:machine:140, Basic Bending Machine
gregtech:machine:141, Advanced Bending Machine
gregtech:machine:142, Advanced Bending Machine II
gregtech:machine:143, Advanced Bending Machine III
gregtech:machine:144, Elite Bending Machine
gregtech:machine:145, Elite Bending Machine II
gregtech:machine:146, Elite Bending Machine III
gregtech:machine:147, Elite Bending Machine IV
gregtech:machine:155, Basic Brewery
gregtech:machine:156, Advanced Brewery
gregtech:machine:157, Advanced Brewery II
gregtech:machine:158, Advanced Brewery III
gregtech:machine:159, Elite Brewery
gregtech:machine:160, Elite Brewery II
gregtech:machine:161, Elite Brewery III
gregtech:machine:162, Elite Brewery IV
gregtech:machine:170, Basic Canning Machine
gregtech:machine:171, Advanced Canning Machine
gregtech:machine:172, Advanced Canning Machine II
gregtech:machine:173, Advanced Canning Machine III
gregtech:machine:174, Elite Canning Machine
gregtech:machine:175, Elite Canning Machine II
gregtech:machine:176, Elite Canning Machine III
gregtech:machine:177, Elite Canning Machine IV
gregtech:machine:185, Basic Centrifuge
gregtech:machine:186, Advanced Centrifuge
gregtech:machine:187, Advanced Centrifuge II
gregtech:machine:188, Advanced Centrifuge III
gregtech:machine:189, Elite Centrifuge
gregtech:machine:190, Elite Centrifuge II
gregtech:machine:191, Elite Centrifuge III
gregtech:machine:192, Elite Centrifuge IV
gregtech:machine:200, Basic Chemical Bath
gregtech:machine:201, Advanced Chemical Bath
gregtech:machine:202, Advanced Chemical Bath II
gregtech:machine:203, Advanced Chemical Bath III
gregtech:machine:204, Elite Chemical Bath
gregtech:machine:205, Elite Chemical Bath II
gregtech:machine:206, Elite Chemical Bath III
gregtech:machine:207, Elite Chemical Bath IV
gregtech:machine:215, Basic Chemical Reactor
gregtech:machine:216, Advanced Chemical Reactor
gregtech:machine:217, Advanced Chemical Reactor II
gregtech:machine:218, Advanced Chemical Reactor III
gregtech:machine:219, Elite Chemical Reactor
gregtech:machine:220, Elite Chemical Reactor II
gregtech:machine:221, Elite Chemical Reactor III
gregtech:machine:222, Elite Chemical Reactor IV
gregtech:machine:230, Basic Compressor
gregtech:machine:231, Advanced Compressor
gregtech:machine:232, Advanced Compressor II
gregtech:machine:233, Advanced Compressor III
gregtech:machine:234, Elite Compressor
gregtech:machine:235, Elite Compressor II
gregtech:machine:236, Elite Compressor III
gregtech:machine:237, Elite Compressor IV
gregtech:machine:245, Basic Cutting Machine
gregtech:machine:246, Advanced Cutting Machine
gregtech:machine:247, Advanced Cutting Machine II
gregtech:machine:248, Advanced Cutting Machine III
gregtech:machine:249, Elite Cutting Machine
gregtech:machine:250, Elite Cutting Machine II
gregtech:machine:251, Elite Cutting Machine III
gregtech:machine:252, Elite Cutting Machine IV
gregtech:machine:260, Basic Distillery
gregtech:machine:261, Advanced Distillery
gregtech:machine:262, Advanced Distillery II
gregtech:machine:263, Advanced Distillery III
gregtech:machine:264, Elite Distillery
gregtech:machine:265, Elite Distillery II
gregtech:machine:266, Elite Distillery III
gregtech:machine:267, Elite Distillery IV
gregtech:machine:275, Basic Electrolyzer
gregtech:machine:276, Advanced Electrolyzer
gregtech:machine:277, Advanced Electrolyzer II
gregtech:machine:278, Advanced Electrolyzer III
gregtech:machine:279, Elite Electrolyzer
gregtech:machine:280, Elite Electrolyzer II
gregtech:machine:281, Elite Electrolyzer III
gregtech:machine:282, Elite Electrolyzer IV
gregtech:machine:290, Basic Electromagnetic Separator
gregtech:machine:291, Advanced Electromagnetic Separator
gregtech:machine:292, Advanced Electromagnetic Separator II
gregtech:machine:293, Advanced Electromagnetic Separator III
gregtech:machine:294, Elite Electromagnetic Separator
gregtech:machine:295, Elite Electromagnetic Separator II
gregtech:machine:296, Elite Electromagnetic Separator III
gregtech:machine:297, Elite Electromagnetic Separator IV
gregtech:machine:305, Basic Extractor
gregtech:machine:306, Advanced Extractor
gregtech:machine:307, Advanced Extractor II
gregtech:machine:308, Advanced Extractor III
gregtech:machine:309, Elite Extractor
gregtech:machine:310, Elite Extractor II
gregtech:machine:311, Elite Extractor III
gregtech:machine:312, Elite Extractor IV
gregtech:machine:320, Basic Extruder
gregtech:machine:321, Advanced Extruder
gregtech:machine:322, Advanced Extruder II
gregtech:machine:323, Advanced Extruder III
gregtech:machine:324, Elite Extruder
gregtech:machine:325, Elite Extruder II
gregtech:machine:326, Elite Extruder III
gregtech:machine:327, Elite Extruder IV
gregtech:machine:335, Basic Fermenter
gregtech:machine:336, Advanced Fermenter
gregtech:machine:337, Advanced Fermenter II
gregtech:machine:338, Advanced Fermenter III
gregtech:machine:339, Elite Fermenter
gregtech:machine:340, Elite Fermenter II
gregtech:machine:341, Elite Fermenter III
gregtech:machine:342, Elite Fermenter IV
gregtech:machine:380, Basic Fluid Heater
gregtech:machine:381, Advanced Fluid Heater
gregtech:machine:382, Advanced Fluid Heater II
gregtech:machine:383, Advanced Fluid Heater III
gregtech:machine:384, Elite Fluid Heater
gregtech:machine:385, Elite Fluid Heater II
gregtech:machine:386, Elite Fluid Heater III
gregtech:machine:387, Elite Fluid Heater IV
gregtech:machine:395, Basic Fluid Solidifier
gregtech:machine:396, Advanced Fluid Solidifier
gregtech:machine:397, Advanced Fluid Solidifier II
gregtech:machine:398, Advanced Fluid Solidifier III
gregtech:machine:399, Elite Fluid Solidifier
gregtech:machine:400, Elite Fluid Solidifier II
gregtech:machine:401, Elite Fluid Solidifier III
gregtech:machine:402, Elite Fluid Solidifier IV
gregtech:machine:410, Basic Forge Hammer
gregtech:machine:411, Advanced Forge Hammer
gregtech:machine:412, Advanced Forge Hammer II
gregtech:machine:413, Advanced Forge Hammer III
gregtech:machine:414, Elite Forge Hammer
gregtech:machine:415, Elite Forge Hammer II
gregtech:machine:416, Elite Forge Hammer III
gregtech:machine:417, Elite Forge Hammer IV
gregtech:machine:425, Basic Forming Press
gregtech:machine:426, Advanced Forming Press
gregtech:machine:427, Advanced Forming Press II
gregtech:machine:428, Advanced Forming Press III
gregtech:machine:429, Elite Forming Press
gregtech:machine:430, Elite Forming Press II
gregtech:machine:431, Elite Forming Press III
gregtech:machine:432, Elite Forming Press IV
gregtech:machine:440, Basic Lathe
gregtech:machine:441, Advanced Lathe
gregtech:machine:442, Advanced Lathe II
gregtech:machine:443, Advanced Lathe III
gregtech:machine:444, Elite Lathe
gregtech:machine:445, Elite Lathe II
gregtech:machine:446, Elite Lathe III
gregtech:machine:447, Elite Lathe IV
gregtech:machine:470, Basic Mixer
gregtech:machine:471, Advanced Mixer
gregtech:machine:472, Advanced Mixer II
gregtech:machine:473, Advanced Mixer III
gregtech:machine:474, Elite Mixer
gregtech:machine:475, Elite Mixer II
gregtech:machine:476, Elite Mixer III
gregtech:machine:477, Elite Mixer IV
gregtech:machine:485, Basic Ore Washing Plant
gregtech:machine:486, Advanced Ore Washing Plant
gregtech:machine:487, Advanced Ore Washing Plant II
gregtech:machine:488, Advanced Ore Washing Plant III
gregtech:machine:489, Elite Ore Washing Plant
gregtech:machine:490, Elite Ore Washing Plant II
gregtech:machine:491, Elite Ore Washing Plant III
gregtech:machine:492, Elite Ore Washing Plant IV
gregtech:machine:500, Basic Packager
gregtech:machine:501, Advanced Packager
gregtech:machine:502, Advanced Packager II
gregtech:machine:503, Advanced Packager III
gregtech:machine:504, Elite Packager
gregtech:machine:505, Elite Packager II
gregtech:machine:506, Elite Packager III
gregtech:machine:507, Elite Packager IV
gregtech:machine:530, Basic Gas Collector
gregtech:machine:531, Advanced Gas Collector
gregtech:machine:532, Advanced Gas Collector II
gregtech:machine:533, Advanced Gas Collector III
gregtech:machine:534, Atmosphere Collector
gregtech:machine:535, Atmosphere Collector II
gregtech:machine:536, Atmosphere Collector III
gregtech:machine:537, Atmosphere Collector IV
gregtech:machine:545, Basic Polarizer
gregtech:machine:546, Advanced Polarizer
gregtech:machine:547, Advanced Polarizer II
gregtech:machine:548, Advanced Polarizer III
gregtech:machine:549, Elite Polarizer
gregtech:machine:550, Elite Polarizer II
gregtech:machine:551, Elite Polarizer III
gregtech:machine:552, Elite Polarizer IV
gregtech:machine:560, Basic Precision Laser Engraver
gregtech:machine:561, Advanced Precision Laser Engraver
gregtech:machine:562, Advanced Precision Laser Engraver II
gregtech:machine:563, Advanced Precision Laser Engraver III
gregtech:machine:564, Elite Precision Laser Engraver
gregtech:machine:565, Elite Precision Laser Engraver II
gregtech:machine:566, Elite Precision Laser Engraver III
gregtech:machine:567, Elite Precision Laser Engraver IV
gregtech:machine:575, Basic Sifting Machine
gregtech:machine:576, Advanced Sifting Machine
gregtech:machine:577, Advanced Sifting Machine II
gregtech:machine:578, Advanced Sifting Machine III
gregtech:machine:579, Elite Sifting Machine
gregtech:machine:580, Elite Sifting Machine II
gregtech:machine:581, Elite Sifting Machine III
gregtech:machine:582, Elite Sifting Machine IV
gregtech:machine:605, Basic Thermal Centrifuge
gregtech:machine:606, Advanced Thermal Centrifuge
gregtech:machine:607, Advanced Thermal Centrifuge II
gregtech:machine:608, Advanced Thermal Centrifuge III
gregtech:machine:609, Elite Thermal Centrifuge
gregtech:machine:610, Elite Thermal Centrifuge II
gregtech:machine:611, Elite Thermal Centrifuge III
gregtech:machine:612, Elite Thermal Centrifuge IV
gregtech:machine:620, Basic Wiremill
gregtech:machine:621, Advanced Wiremill
gregtech:machine:622, Advanced Wiremill II
gregtech:machine:623, Advanced Wiremill III
gregtech:machine:624, Elite Wiremill
gregtech:machine:625, Elite Wiremill II
gregtech:machine:626, Elite Wiremill III
gregtech:machine:627, Elite Wiremill IV
gregtech:machine:635, Basic Circuit Assembler
gregtech:machine:636, Advanced Circuit Assembler
gregtech:machine:637, Advanced Circuit Assembler II
gregtech:machine:638, Advanced Circuit Assembler III
gregtech:machine:639, Elite Circuit Assembler
gregtech:machine:640, Elite Circuit Assembler II
gregtech:machine:641, Elite Circuit Assembler III
gregtech:machine:642, Elite Circuit Assembler IV
gregtech:machine:665, Basic Rock Breaker
gregtech:machine:666, Advanced Rock Breaker
gregtech:machine:667, Advanced Rock Breaker II
gregtech:machine:668, Advanced Rock Breaker III
gregtech:machine:669, Elite Rock Breaker
gregtech:machine:670, Elite Rock Breaker II
gregtech:machine:671, Elite Rock Breaker III
gregtech:machine:672, Elite Rock Breaker IV
gregtech:machine:920, Basic Miner
gregtech:machine:921, Advanced Miner
gregtech:machine:922, Advanced Miner II
gregtech:machine:935, Basic Combustion Generator
gregtech:machine:936, Advanced Combustion Generator
gregtech:machine:937, Turbo Combustion Generator
gregtech:machine:950, Basic Steam Turbine
gregtech:machine:951, Advanced Steam Turbine
gregtech:machine:952, Turbo Steam Turbine
gregtech:machine:965, Basic Gas Turbine
gregtech:machine:966, Advanced Gas Turbine
gregtech:machine:967, Turbo Gas Turbine
gregtech:machine:980, Basic Item Collector
gregtech:machine:981, Advanced Item Collector
gregtech:machine:982, Advanced Item Collector II
gregtech:machine:983, Advanced Item Collector III
gregtech:machine:984, Magic Energy Absorber
gregtech:machine:985, ULV Machine Hull
gregtech:machine:986, LV Machine Hull
gregtech:machine:987, MV Machine Hull
gregtech:machine:988, HV Machine Hull
gregtech:machine:989, EV Machine Hull
gregtech:machine:990, IV Machine Hull
gregtech:machine:991, LuV Machine Hull
gregtech:machine:992, ZPM Machine Hull
gregtech:machine:993, UV Machine Hull
gregtech:machine:994, UHV Machine Hull
gregtech:machine:1000, Primitive Blast Furnace
gregtech:machine:1001, Electric Blast Furnace
gregtech:machine:1002, Vacuum Freezer
gregtech:machine:1003, Implosion Compressor
gregtech:machine:1004, Pyrolyse Oven
gregtech:machine:1005, Distillation Tower
gregtech:machine:1006, Multi Smelter
gregtech:machine:1007, Large Combustion Engine
gregtech:machine:1008, Extreme Combustion Engine
gregtech:machine:1009, Oil Cracking Unit
gregtech:machine:1010, Large Steam Turbine
gregtech:machine:1011, Large Gas Turbine
gregtech:machine:1012, Large Plasma Turbine
gregtech:machine:1013, Large Bronze Boiler
gregtech:machine:1014, Large Steel Boiler
gregtech:machine:1015, Large Titanium Boiler
gregtech:machine:1016, Large Tungstensteel Boiler
gregtech:machine:1017, Coke Oven
gregtech:machine:1018, Coke Oven Hatch
gregtech:machine:1019, Assembly Line
gregtech:machine:1020, Fusion Reactor Computer Mark 1
gregtech:machine:1021, Fusion Reactor Computer Mark 2
gregtech:machine:1022, Fusion Reactor Computer Mark 3
gregtech:machine:1023, Large Chemical Reactor
gregtech:machine:1024, Steam Oven
gregtech:machine:1025, Steam Grinder
gregtech:machine:1026, Basic Ore Drilling Plant
gregtech:machine:1027, Advanced Ore Drilling Plant
gregtech:machine:1028, Advanced Ore Drilling Plant II
gregtech:machine:1029, Central Monitor
gregtech:machine:1030, Processing Array
gregtech:machine:1031, Advanced Processing Array
gregtech:machine:1032, Basic Fluid Drilling Rig
gregtech:machine:1033, Advanced Fluid Drilling Rig
gregtech:machine:1034, Advanced Fluid Drilling Rig II
gregtech:machine:1150, ULV Input Bus
gregtech:machine:1151, LV Input Bus
gregtech:machine:1152, MV Input Bus
gregtech:machine:1153, HV Input Bus
gregtech:machine:1154, EV Input Bus
gregtech:machine:1155, IV Input Bus
gregtech:machine:1156, LuV Input Bus
gregtech:machine:1157, ZPM Input Bus
gregtech:machine:1158, UV Input Bus
gregtech:machine:1159, UHV Input Bus
gregtech:machine:1165, ULV Output Bus
gregtech:machine:1166, LV Output Bus
gregtech:machine:1167, MV Output Bus
gregtech:machine:1168, HV Output Bus
gregtech:machine:1169, EV Output Bus
gregtech:machine:1170, IV Output Bus
gregtech:machine:1171, LuV Output Bus
gregtech:machine:1172, ZPM Output Bus
gregtech:machine:1173, UV Output Bus
gregtech:machine:1174, UHV Output Bus
gregtech:machine:1180, ULV Input Hatch
gregtech:machine:1181, LV Input Hatch
gregtech:machine:1182, MV Input Hatch
gregtech:machine:1183, HV Input Hatch
gregtech:machine:1184, EV Input Hatch
gregtech:machine:1185, IV Input Hatch
gregtech:machine:1186, LuV Input Hatch
gregtech:machine:1187, ZPM Input Hatch
gregtech:machine:1188, UV Input Hatch
gregtech:machine:1189, UHV Input Hatch
gregtech:machine:1190, Quadruple Input Hatch
gregtech:machine:1191, Nonuple Input Hatch
gregtech:machine:1195, ULV Output Hatch
gregtech:machine:1196, LV Output Hatch
gregtech:machine:1197, MV Output Hatch
gregtech:machine:1198, HV Output Hatch
gregtech:machine:1199, EV Output Hatch
gregtech:machine:1200, IV Output Hatch
gregtech:machine:1201, LuV Output Hatch
gregtech:machine:1202, ZPM Output Hatch
gregtech:machine:1203, UV Output Hatch
gregtech:machine:1204, UHV Output Hatch
gregtech:machine:1205, Quadruple Output Hatch
gregtech:machine:1206, Nonuple Output Hatch
gregtech:machine:1210, ULV Energy Hatch
gregtech:machine:1211, LV Energy Hatch
gregtech:machine:1212, MV Energy Hatch
gregtech:machine:1213, HV Energy Hatch
gregtech:machine:1214, EV Energy Hatch
gregtech:machine:1215, IV Energy Hatch
gregtech:machine:1216, LuV Energy Hatch
gregtech:machine:1217, ZPM Energy Hatch
gregtech:machine:1218, UV Energy Hatch
gregtech:machine:1219, UHV Energy Hatch
gregtech:machine:1225, ULV Dynamo Hatch
gregtech:machine:1226, LV Dynamo Hatch
gregtech:machine:1227, MV Dynamo Hatch
gregtech:machine:1228, HV Dynamo Hatch
gregtech:machine:1229, EV Dynamo Hatch
gregtech:machine:1230, IV Dynamo Hatch
gregtech:machine:1231, LuV Dynamo Hatch
gregtech:machine:1232, ZPM Dynamo Hatch
gregtech:machine:1233, UV Dynamo Hatch
gregtech:machine:1234, UHV Dynamo Hatch
gregtech:machine:1240, IV 4A Energy Hatch
gregtech:machine:1241, LuV 4A Energy Hatch
gregtech:machine:1242, ZPM 4A Energy Hatch
gregtech:machine:1243, UV 4A Energy Hatch
gregtech:machine:1244, UHV 4A Energy Hatch
gregtech:machine:1245, IV 16A Energy Hatch
gregtech:machine:1246, LuV 16A Energy Hatch
gregtech:machine:1247, ZPM 16A Energy Hatch
gregtech:machine:1248, UV 16A Energy Hatch
gregtech:machine:1249, UHV 16A Energy Hatch
gregtech:machine:1250, IV 4A Dynamo Hatch
gregtech:machine:1251, LuV 4A Dynamo Hatch
gregtech:machine:1252, ZPM 4A Dynamo Hatch
gregtech:machine:1253, UV 4A Dynamo Hatch
gregtech:machine:1254, UHV 4A Dynamo Hatch
gregtech:machine:1255, IV 16A Dynamo Hatch
gregtech:machine:1256, LuV 16A Dynamo Hatch
gregtech:machine:1257, ZPM 16A Dynamo Hatch
gregtech:machine:1258, UV 16A Dynamo Hatch
